codigo|nombre|total
C04699|Cliente 4699|5873.75
C04700||5875.00
C04701|Cliente 4701|5876.25
C04702|Cliente 4702|5877.50
C04703|Cliente 4703|5878.75
C04704|Cliente 4704|5880.00
C04705|Cliente 4705|5881.25
C04706|Cliente 4706|5882.50
C04707|Cliente 4707|5883.75
C04708|Cliente 4708|5885.00
C04709|Cliente 4709|5886.25
C04710|Cliente 4710|5887.50
C04711|Cliente 4711|5888.75
C04712|Cliente 4712|5890.00
C04713|Cliente 4713|5891.25
C04714|Cliente 4714|5892.50
C04715|Cliente 4715|5893.75
C04716|Cliente 4716|5895.00
C04717|Cliente 4717|5896.25
C04718|Cliente 4718|5897.50
C04719|Cliente 4719|5898.75
C04720|Cliente 4720|5900.00
C04721|Cliente 4721|5901.25
C04722|Cliente 4722|5902.50
C04723|Cliente 4723|5903.75
C04724|Cliente 4724|5905.00
C04725|Cliente 4725|5906.25
C04726|Cliente 4726|5907.50
C04727|Cliente 4727|5908.75
C04728|Cliente 4728|5910.00
C04729|Cliente 4729|5911.25
C04730|Cliente 4730|5912.50
C04731|Cliente 4731|5913.75
C04732|Cliente 4732|5915.00
C04733|Cliente 4733|5916.25
C04734|Cliente 4734|5917.50
C04735|Cliente 4735|5918.75
C04736|Cliente 4736|5920.00
C04737|Cliente 4737|5921.25
C04738|Cliente 4738|5922.50
C04739|Cliente 4739|5923.75
C04740|Cliente 4740|5925.00
C04741|Cliente 4741|5926.25
C04742|Cliente 4742|5927.50
C04743|Cliente 4743|5928.75
C04744|Cliente 4744|5930.00
C04745|Cliente 4745|5931.25
C04746|Cliente 4746|5932.50
C04747|Cliente 4747|5933.75
C04748|Cliente 4748|5935.00
C04749|Cliente 4749|5936.25
C04750|Cliente 4750|5937.50
C04751|Cliente 4751|5938.75
C04752|Cliente 4752|5940.00
C04753|Cliente 4753|5941.25
C04754|Cliente 4754|5942.50
C04755|Cliente 4755|5943.75
C04756|Cliente 4756|5945.00
C04757|Cliente 4757|5946.25
C04758|Cliente 4758|5947.50
C04759|Cliente 4759|5948.75
C04760|Cliente 4760|5950.00
C04761|Cliente 4761|5951.25
C04762|Cliente 4762|5952.50
C04763|Cliente 4763|5953.75
C04764|Cliente 4764|5955.00
C04765|Cliente 4765|5956.25
C04766|Cliente 4766|5957.50
C04767|Cliente 4767|5958.75
C04768|Cliente 4768|5960.00
C04769|Cliente 4769|5961.25
C04770|Cliente 4770|5962.50
C04771|Cliente 4771|5963.75
C04772|Cliente 4772|5965.00
C04773|Cliente 4773|5966.25
C04774|Cliente 4774|5967.50
C04775|Cliente 4775|5968.75
C04776|Cliente 4776|5970.00
C04777|Cliente 4777|5971.25
C04778|Cliente 4778|5972.50
C04779|Cliente 4779|5973.75
C04780|Cliente 4780|5975.00
C04781|Cliente 4781|5976.25
C04782|Cliente 4782|5977.50
C04783|Cliente 4783|5978.75
C04784|Cliente 4784|5980.00
C04785|Cliente 4785|5981.25
C04786|Cliente 4786|5982.50
C04787|Cliente 4787|5983.75
C04788|Cliente 4788|5985.00
C04789|Cliente 4789|5986.25
C04790|Cliente 4790|5987.50
C04791|Cliente 4791|5988.75
C04792|Cliente 4792|5990.00
C04793|Cliente 4793|5991.25
C04794|Cliente 4794|5992.50
C04795|Cliente 4795|5993.75
C04796|Cliente 4796|5995.00
C04797|Cliente 4797|5996.25
C04798|Cliente 4798|5997.50
C04799|Cliente 4799|5998.75
C04800||6000.00
C04801|Cliente 4801|6001.25
C04802|Cliente 4802|6002.50
C04803|Cliente 4803|6003.75
C04804|Cliente 4804|6005.00
C04805|Cliente 4805|6006.25
C04806|Cliente 4806|6007.50
C04807|Cliente 4807|6008.75
C04808|Cliente 4808|6010.00
C04809|Cliente 4809|6011.25
C04810|Cliente 4810|6012.50
C04811|Cliente 4811|6013.75
C04812|Cliente 4812|6015.00
C04813|Cliente 4813|6016.25
C04814|Cliente 4814|6017.50
C04815|Cliente 4815|6018.75
C04816|Cliente 4816|6020.00
C04817|Cliente 4817|6021.25
C04818|Cliente 4818|6022.50
C04819|Cliente 4819|6023.75
C04820|Cliente 4820|6025.00
C04821|Cliente 4821|6026.25
C04822|Cliente 4822|6027.50
C04823|Cliente 4823|6028.75
C04824|Cliente 4824|6030.00
C04825|Cliente 4825|6031.25
C04826|Cliente 4826|6032.50
C04827|Cliente 4827|6033.75
C04828|Cliente 4828|6035.00
C04829|Cliente 4829|6036.25
C04830|Cliente 4830|6037.50
C04831|Cliente 4831|6038.75
C04832|Cliente 4832|6040.00
C04833|Cliente 4833|6041.25
C04834|Cliente 4834|6042.50
C04835|Cliente 4835|6043.75
C04836|Cliente 4836|6045.00
C04837|Cliente 4837|6046.25
C04838|Cliente 4838|6047.50
C04839|Cliente 4839|6048.75
C04840|Cliente 4840|6050.00
C04841|Cliente 4841|6051.25
C04842|Cliente 4842|6052.50
C04843|Cliente 4843|6053.75
C04844|Cliente 4844|6055.00
C04845|Cliente 4845|6056.25
C04846|Cliente 4846|6057.50
C04847|Cliente 4847|6058.75
C04848|Cliente 4848|6060.00
C04849|Cliente 4849|6061.25
C04850|Cliente 4850|6062.50
C04851|Cliente 4851|6063.75
C04852|Cliente 4852|6065.00
C04853|Cliente 4853|6066.25
C04854|Cliente 4854|6067.50
C04855|Cliente 4855|6068.75
C04856|Cliente 4856|6070.00
C04857|Cliente 4857|6071.25
C04858|Cliente 4858|6072.50
C04859|Cliente 4859|6073.75
C04860|Cliente 4860|6075.00
C04861|Cliente 4861|6076.25
C04862|Cliente 4862|6077.50
C04863|Cliente 4863|6078.75
C04864|Cliente 4864|6080.00
C04865|Cliente 4865|6081.25
C04866|Cliente 4866|6082.50
C04867|Cliente 4867|6083.75
C04868|Cliente 4868|6085.00
C04869|Cliente 4869|6086.25
C04870|Cliente 4870|6087.50
C04871|Cliente 4871|6088.75
C04872|Cliente 4872|6090.00
C04873|Cliente 4873|6091.25
C04874|Cliente 4874|6092.50
C04875|Cliente 4875|6093.75
C04876|Cliente 4876|6095.00
C04877|Cliente 4877|6096.25
C04878|Cliente 4878|6097.50
C04879|Cliente 4879|6098.75
C04880|Cliente 4880|6100.00
C04881|Cliente 4881|6101.25
C04882|Cliente 4882|6102.50
C04883|Cliente 4883|6103.75
C04884|Cliente 4884|6105.00
C04885|Cliente 4885|6106.25
C04886|Cliente 4886|6107.50
C04887|Cliente 4887|6108.75
C04888|Cliente 4888|6110.00
C04889|Cliente 4889|6111.25
C04890|Cliente 4890|6112.50
C04891|Cliente 4891|6113.75
C04892|Cliente 4892|6115.00
C04893|Cliente 4893|6116.25
C04894|Cliente 4894|6117.50
C04895|Cliente 4895|6118.75
C04896|Cliente 4896|6120.00
C04897|Cliente 4897|6121.25
C04898|Cliente 4898|6122.50
C04899|Cliente 4899|6123.75
C04900||6125.00
C04901|Cliente 4901|6126.25
C04902|Cliente 4902|6127.50
C04903|Cliente 4903|6128.75
C04904|Cliente 4904|6130.00
C04905|Cliente 4905|6131.25
C04906|Cliente 4906|6132.50
C04907|Cliente 4907|6133.75
C04908|Cliente 4908|6135.00
C04909|Cliente 4909|6136.25
C04910|Cliente 4910|6137.50
C04911|Cliente 4911|6138.75
C04912|Cliente 4912|6140.00
C04913|Cliente 4913|6141.25
C04914|Cliente 4914|6142.50
C04915|Cliente 4915|6143.75
C04916|Cliente 4916|6145.00
C04917|Cliente 4917|6146.25
C04918|Cliente 4918|6147.50
C04919|Cliente 4919|6148.75
C04920|Cliente 4920|6150.00
C04921|Cliente 4921|6151.25
C04922|Cliente 4922|6152.50
C04923|Cliente 4923|6153.75
C04924|Cliente 4924|6155.00
C04925|Cliente 4925|6156.25
C04926|Cliente 4926|6157.50
C04927|Cliente 4927|6158.75
C04928|Cliente 4928|6160.00
C04929|Cliente 4929|6161.25
C04930|Cliente 4930|6162.50
C04931|Cliente 4931|6163.75
C04932|Cliente 4932|6165.00
C04933|Cliente 4933|6166.25
C04934|Cliente 4934|6167.50
C04935|Cliente 4935|6168.75
C04936|Cliente 4936|6170.00
C04937|Cliente 4937|6171.25
C04938|Cliente 4938|6172.50
C04939|Cliente 4939|6173.75
C04940|Cliente 4940|6175.00
C04941|Cliente 4941|6176.25
C04942|Cliente 4942|6177.50
C04943|Cliente 4943|6178.75
C04944|Cliente 4944|6180.00
C04945|Cliente 4945|6181.25
C04946|Cliente 4946|6182.50
C04947|Cliente 4947|6183.75
C04948|Cliente 4948|6185.00
C04949|Cliente 4949|6186.25
C04950|Cliente 4950|6187.50
C04951|Cliente 4951|6188.75
C04952|Cliente 4952|6190.00
C04953|Cliente 4953|6191.25
C04954|Cliente 4954|6192.50
C04955|Cliente 4955|6193.75
C04956|Cliente 4956|6195.00
C04957|Cliente 4957|6196.25
C04958|Cliente 4958|6197.50
C04959|Cliente 4959|6198.75
C04960|Cliente 4960|6200.00
C04961|Cliente 4961|6201.25
C04962|Cliente 4962|6202.50
C04963|Cliente 4963|6203.75
C04964|Cliente 4964|6205.00
C04965|Cliente 4965|6206.25
C04966|Cliente 4966|6207.50
C04967|Cliente 4967|6208.75
C04968|Cliente 4968|6210.00
C04969|Cliente 4969|6211.25
C04970|Cliente 4970|6212.50
C04971|Cliente 4971|6213.75
C04972|Cliente 4972|6215.00
C04973|Cliente 4973|6216.25
C04974|Cliente 4974|6217.50
C04975|Cliente 4975|6218.75
C04976|Cliente 4976|6220.00
C04977|Cliente 4977|6221.25
C04978|Cliente 4978|6222.50
C04979|Cliente 4979|6223.75
C04980|Cliente 4980|6225.00
C04981|Cliente 4981|6226.25
C04982|Cliente 4982|6227.50
C04983|Cliente 4983|6228.75
C04984|Cliente 4984|6230.00
C04985|Cliente 4985|6231.25
C04986|Cliente 4986|6232.50
C04987|Cliente 4987|6233.75
C04988|Cliente 4988|6235.00
C04989|Cliente 4989|6236.25
C04990|Cliente 4990|6237.50
C04991|Cliente 4991|6238.75
C04992|Cliente 4992|6240.00
C04993|Cliente 4993|6241.25
C04994|Cliente 4994|6242.50
C04995|Cliente 4995|6243.75
C04996|Cliente 4996|6245.00
C04997|Cliente 4997|6246.25
C04998|Cliente 4998|6247.50
C04999|Cliente 4999|6248.75
C05000||6250.00
C05001|Cliente 5001|6251.25
C05002|Cliente 5002|6252.50
C05003|Cliente 5003|6253.75
C05004|Cliente 5004|6255.00
C05005|Cliente 5005|6256.25
C05006|Cliente 5006|6257.50
C05007|Cliente 5007|6258.75
C05008|Cliente 5008|6260.00
C05009|Cliente 5009|6261.25
C05010|Cliente 5010|6262.50
C05011|Cliente 5011|6263.75
C05012|Cliente 5012|6265.00
C05013|Cliente 5013|6266.25
C05014|Cliente 5014|6267.50
C05015|Cliente 5015|6268.75
C05016|Cliente 5016|6270.00
C05017|Cliente 5017|6271.25
C05018|Cliente 5018|6272.50
C05019|Cliente 5019|6273.75
C05020|Cliente 5020|6275.00
C05021|Cliente 5021|6276.25
C05022|Cliente 5022|6277.50
C05023|Cliente 5023|6278.75
C05024|Cliente 5024|6280.00
C05025|Cliente 5025|6281.25
C05026|Cliente 5026|6282.50
C05027|Cliente 5027|6283.75
C05028|Cliente 5028|6285.00
C05029|Cliente 5029|6286.25
C05030|Cliente 5030|6287.50
C05031|Cliente 5031|6288.75
C05032|Cliente 5032|6290.00
C05033|Cliente 5033|6291.25
C05034|Cliente 5034|6292.50
C05035|Cliente 5035|6293.75
C05036|Cliente 5036|6295.00
C05037|Cliente 5037|6296.25
C05038|Cliente 5038|6297.50
C05039|Cliente 5039|6298.75
C05040|Cliente 5040|6300.00
C05041|Cliente 5041|6301.25
C05042|Cliente 5042|6302.50
C05043|Cliente 5043|6303.75
C05044|Cliente 5044|6305.00
C05045|Cliente 5045|6306.25
C05046|Cliente 5046|6307.50
C05047|Cliente 5047|6308.75
C05048|Cliente 5048|6310.00
C05049|Cliente 5049|6311.25
C05050|Cliente 5050|6312.50
C05051|Cliente 5051|6313.75
C05052|Cliente 5052|6315.00
C05053|Cliente 5053|6316.25
C05054|Cliente 5054|6317.50
C05055|Cliente 5055|6318.75
C05056|Cliente 5056|6320.00
C05057|Cliente 5057|6321.25
C05058|Cliente 5058|6322.50
C05059|Cliente 5059|6323.75
C05060|Cliente 5060|6325.00
C05061|Cliente 5061|6326.25
C05062|Cliente 5062|6327.50
C05063|Cliente 5063|6328.75
C05064|Cliente 5064|6330.00
C05065|Cliente 5065|6331.25
C05066|Cliente 5066|6332.50
C05067|Cliente 5067|6333.75
C05068|Cliente 5068|6335.00
C05069|Cliente 5069|6336.25
C05070|Cliente 5070|6337.50
C05071|Cliente 5071|6338.75
C05072|Cliente 5072|6340.00
C05073|Cliente 5073|6341.25
C05074|Cliente 5074|6342.50
C05075|Cliente 5075|6343.75
C05076|Cliente 5076|6345.00
C05077|Cliente 5077|6346.25
C05078|Cliente 5078|6347.50
C05079|Cliente 5079|6348.75
C05080|Cliente 5080|6350.00
C05081|Cliente 5081|6351.25
C05082|Cliente 5082|6352.50
C05083|Cliente 5083|6353.75
C05084|Cliente 5084|6355.00
C05085|Cliente 5085|6356.25
C05086|Cliente 5086|6357.50
C05087|Cliente 5087|6358.75
C05088|Cliente 5088|6360.00
C05089|Cliente 5089|6361.25
C05090|Cliente 5090|6362.50
C05091|Cliente 5091|6363.75
C05092|Cliente 5092|6365.00
C05093|Cliente 5093|6366.25
C05094|Cliente 5094|6367.50
C05095|Cliente 5095|6368.75
C05096|Cliente 5096|6370.00
C05097|Cliente 5097|6371.25
C05098|Cliente 5098|6372.50
C05099|Cliente 5099|6373.75
C05100||6375.00
C05101|Cliente 5101|6376.25
C05102|Cliente 5102|6377.50
C05103|Cliente 5103|6378.75
C05104|Cliente 5104|6380.00
C05105|Cliente 5105|6381.25
C05106|Cliente 5106|6382.50
C05107|Cliente 5107|6383.75
C05108|Cliente 5108|6385.00
C05109|Cliente 5109|6386.25
C05110|Cliente 5110|6387.50
C05111|Cliente 5111|6388.75
C05112|Cliente 5112|6390.00
C05113|Cliente 5113|6391.25
C05114|Cliente 5114|6392.50
C05115|Cliente 5115|6393.75
C05116|Cliente 5116|6395.00
C05117|Cliente 5117|6396.25
C05118|Cliente 5118|6397.50
C05119|Cliente 5119|6398.75
C05120|Cliente 5120|6400.00
C05121|Cliente 5121|6401.25
C05122|Cliente 5122|6402.50
C05123|Cliente 5123|6403.75
C05124|Cliente 5124|6405.00
C05125|Cliente 5125|6406.25
C05126|Cliente 5126|6407.50
C05127|Cliente 5127|6408.75
C05128|Cliente 5128|6410.00
C05129|Cliente 5129|6411.25
C05130|Cliente 5130|6412.50
C05131|Cliente 5131|6413.75
C05132|Cliente 5132|6415.00
C05133|Cliente 5133|6416.25
C05134|Cliente 5134|6417.50
C05135|Cliente 5135|6418.75
C05136|Cliente 5136|6420.00
C05137|Cliente 5137|6421.25
C05138|Cliente 5138|6422.50
C05139|Cliente 5139|6423.75
C05140|Cliente 5140|6425.00
C05141|Cliente 5141|6426.25
C05142|Cliente 5142|6427.50
C05143|Cliente 5143|6428.75
C05144|Cliente 5144|6430.00
C05145|Cliente 5145|6431.25
C05146|Cliente 5146|6432.50
C05147|Cliente 5147|6433.75
C05148|Cliente 5148|6435.00
C05149|Cliente 5149|6436.25
C05150|Cliente 5150|6437.50
C05151|Cliente 5151|6438.75
C05152|Cliente 5152|6440.00
C05153|Cliente 5153|6441.25
C05154|Cliente 5154|6442.50
C05155|Cliente 5155|6443.75
C05156|Cliente 5156|6445.00
C05157|Cliente 5157|6446.25
C05158|Cliente 5158|6447.50
C05159|Cliente 5159|6448.75
C05160|Cliente 5160|6450.00
C05161|Cliente 5161|6451.25
C05162|Cliente 5162|6452.50
C05163|Cliente 5163|6453.75
C05164|Cliente 5164|6455.00
C05165|Cliente 5165|6456.25
C05166|Cliente 5166|6457.50
C05167|Cliente 5167|6458.75
C05168|Cliente 5168|6460.00
C05169|Cliente 5169|6461.25
C05170|Cliente 5170|6462.50
C05171|Cliente 5171|6463.75
C05172|Cliente 5172|6465.00
C05173|Cliente 5173|6466.25
C05174|Cliente 5174|6467.50
C05175|Cliente 5175|6468.75
C05176|Cliente 5176|6470.00
C05177|Cliente 5177|6471.25
C05178|Cliente 5178|6472.50
C05179|Cliente 5179|6473.75
C05180|Cliente 5180|6475.00
C05181|Cliente 5181|6476.25
C05182|Cliente 5182|6477.50
C05183|Cliente 5183|6478.75
C05184|Cliente 5184|6480.00
C05185|Cliente 5185|6481.25
C05186|Cliente 5186|6482.50
C05187|Cliente 5187|6483.75
C05188|Cliente 5188|6485.00
C05189|Cliente 5189|6486.25
C05190|Cliente 5190|6487.50
C05191|Cliente 5191|6488.75
C05192|Cliente 5192|6490.00
C05193|Cliente 5193|6491.25
C05194|Cliente 5194|6492.50
C05195|Cliente 5195|6493.75
C05196|Cliente 5196|6495.00
C05197|Cliente 5197|6496.25
C05198|Cliente 5198|6497.50
C05199|Cliente 5199|6498.75
C05200||6500.00
C05201|Cliente 5201|6501.25
C05202|Cliente 5202|6502.50
C05203|Cliente 5203|6503.75
C05204|Cliente 5204|6505.00
C05205|Cliente 5205|6506.25
C05206|Cliente 5206|6507.50
C05207|Cliente 5207|6508.75
C05208|Cliente 5208|6510.00
C05209|Cliente 5209|6511.25
C05210|Cliente 5210|6512.50
C05211|Cliente 5211|6513.75
C05212|Cliente 5212|6515.00
C05213|Cliente 5213|6516.25
C05214|Cliente 5214|6517.50
C05215|Cliente 5215|6518.75
C05216|Cliente 5216|6520.00
C05217|Cliente 5217|6521.25
C05218|Cliente 5218|6522.50
C05219|Cliente 5219|6523.75
C05220|Cliente 5220|6525.00
C05221|Cliente 5221|6526.25
C05222|Cliente 5222|6527.50
C05223|Cliente 5223|6528.75
C05224|Cliente 5224|6530.00
C05225|Cliente 5225|6531.25
C05226|Cliente 5226|6532.50
C05227|Cliente 5227|6533.75
C05228|Cliente 5228|6535.00
C05229|Cliente 5229|6536.25
C05230|Cliente 5230|6537.50
C05231|Cliente 5231|6538.75
C05232|Cliente 5232|6540.00
C05233|Cliente 5233|6541.25
C05234|Cliente 5234|6542.50
C05235|Cliente 5235|6543.75
C05236|Cliente 5236|6545.00
C05237|Cliente 5237|6546.25
C05238|Cliente 5238|6547.50
C05239|Cliente 5239|6548.75
C05240|Cliente 5240|6550.00
C05241|Cliente 5241|6551.25
C05242|Cliente 5242|6552.50
C05243|Cliente 5243|6553.75
C05244|Cliente 5244|6555.00
C05245|Cliente 5245|6556.25
C05246|Cliente 5246|6557.50
C05247|Cliente 5247|6558.75
C05248|Cliente 5248|6560.00
C05249|Cliente 5249|6561.25
C05250|Cliente 5250|6562.50
C05251|Cliente 5251|6563.75
C05252|Cliente 5252|6565.00
C05253|Cliente 5253|6566.25
C05254|Cliente 5254|6567.50
C05255|Cliente 5255|6568.75
C05256|Cliente 5256|6570.00
C05257|Cliente 5257|6571.25
C05258|Cliente 5258|6572.50
C05259|Cliente 5259|6573.75
C05260|Cliente 5260|6575.00
C05261|Cliente 5261|6576.25
C05262|Cliente 5262|6577.50
C05263|Cliente 5263|6578.75
C05264|Cliente 5264|6580.00
C05265|Cliente 5265|6581.25
C05266|Cliente 5266|6582.50
C05267|Cliente 5267|6583.75
C05268|Cliente 5268|6585.00
C05269|Cliente 5269|6586.25
C05270|Cliente 5270|6587.50
C05271|Cliente 5271|6588.75
C05272|Cliente 5272|6590.00
C05273|Cliente 5273|6591.25
C05274|Cliente 5274|6592.50
C05275|Cliente 5275|6593.75
C05276|Cliente 5276|6595.00
C05277|Cliente 5277|6596.25
C05278|Cliente 5278|6597.50
C05279|Cliente 5279|6598.75
C05280|Cliente 5280|6600.00
C05281|Cliente 5281|6601.25
C05282|Cliente 5282|6602.50
C05283|Cliente 5283|6603.75
C05284|Cliente 5284|6605.00
C05285|Cliente 5285|6606.25
C05286|Cliente 5286|6607.50
C05287|Cliente 5287|6608.75
C05288|Cliente 5288|6610.00
C05289|Cliente 5289|6611.25
C05290|Cliente 5290|6612.50
C05291|Cliente 5291|6613.75
C05292|Cliente 5292|6615.00
C05293|Cliente 5293|6616.25
C05294|Cliente 5294|6617.50
C05295|Cliente 5295|6618.75
C05296|Cliente 5296|6620.00
C05297|Cliente 5297|6621.25
C05298|Cliente 5298|6622.50
C05299|Cliente 5299|6623.75
C05300||6625.00
C05301|Cliente 5301|6626.25
C05302|Cliente 5302|6627.50
C05303|Cliente 5303|6628.75
C05304|Cliente 5304|6630.00
C05305|Cliente 5305|6631.25
C05306|Cliente 5306|6632.50
C05307|Cliente 5307|6633.75
C05308|Cliente 5308|6635.00
C05309|Cliente 5309|6636.25
C05310|Cliente 5310|6637.50
C05311|Cliente 5311|6638.75
C05312|Cliente 5312|6640.00
C05313|Cliente 5313|6641.25
C05314|Cliente 5314|6642.50
C05315|Cliente 5315|6643.75
C05316|Cliente 5316|6645.00
C05317|Cliente 5317|6646.25
C05318|Cliente 5318|6647.50
C05319|Cliente 5319|6648.75
C05320|Cliente 5320|6650.00
C05321|Cliente 5321|6651.25
C05322|Cliente 5322|6652.50
C05323|Cliente 5323|6653.75
C05324|Cliente 5324|6655.00
C05325|Cliente 5325|6656.25
C05326|Cliente 5326|6657.50
C05327|Cliente 5327|6658.75
C05328|Cliente 5328|6660.00
C05329|Cliente 5329|6661.25
C05330|Cliente 5330|6662.50
C05331|Cliente 5331|6663.75
C05332|Cliente 5332|6665.00
C05333|Cliente 5333|6666.25
C05334|Cliente 5334|6667.50
C05335|Cliente 5335|6668.75
C05336|Cliente 5336|6670.00
C05337|Cliente 5337|6671.25
C05338|Cliente 5338|6672.50
C05339|Cliente 5339|6673.75
C05340|Cliente 5340|6675.00
C05341|Cliente 5341|6676.25
C05342|Cliente 5342|6677.50
C05343|Cliente 5343|6678.75
C05344|Cliente 5344|6680.00
C05345|Cliente 5345|6681.25
C05346|Cliente 5346|6682.50
C05347|Cliente 5347|6683.75
C05348|Cliente 5348|6685.00
C05349|Cliente 5349|6686.25
C05350|Cliente 5350|6687.50
C05351|Cliente 5351|6688.75
C05352|Cliente 5352|6690.00
C05353|Cliente 5353|6691.25
C05354|Cliente 5354|6692.50
C05355|Cliente 5355|6693.75
C05356|Cliente 5356|6695.00
C05357|Cliente 5357|6696.25
C05358|Cliente 5358|6697.50
C05359|Cliente 5359|6698.75
C05360|Cliente 5360|6700.00
C05361|Cliente 5361|6701.25
C05362|Cliente 5362|6702.50
C05363|Cliente 5363|6703.75
C05364|Cliente 5364|6705.00
C05365|Cliente 5365|6706.25
C05366|Cliente 5366|6707.50
C05367|Cliente 5367|6708.75
C05368|Cliente 5368|6710.00
C05369|Cliente 5369|6711.25
C05370|Cliente 5370|6712.50
C05371|Cliente 5371|6713.75
C05372|Cliente 5372|6715.00
C05373|Cliente 5373|6716.25
C05374|Cliente 5374|6717.50
C05375|Cliente 5375|6718.75
C05376|Cliente 5376|6720.00
C05377|Cliente 5377|6721.25
C05378|Cliente 5378|6722.50
C05379|Cliente 5379|6723.75
C05380|Cliente 5380|6725.00
C05381|Cliente 5381|6726.25
C05382|Cliente 5382|6727.50
C05383|Cliente 5383|6728.75
C05384|Cliente 5384|6730.00
C05385|Cliente 5385|6731.25
C05386|Cliente 5386|6732.50
C05387|Cliente 5387|6733.75
C05388|Cliente 5388|6735.00
C05389|Cliente 5389|6736.25
C05390|Cliente 5390|6737.50
C05391|Cliente 5391|6738.75
C05392|Cliente 5392|6740.00
C05393|Cliente 5393|6741.25
C05394|Cliente 5394|6742.50
C05395|Cliente 5395|6743.75
C05396|Cliente 5396|6745.00
C05397|Cliente 5397|6746.25
C05398|Cliente 5398|6747.50
C05399|Cliente 5399|6748.75
C05400||6750.00
C05401|Cliente 5401|6751.25
C05402|Cliente 5402|6752.50
C05403|Cliente 5403|6753.75
C05404|Cliente 5404|6755.00
C05405|Cliente 5405|6756.25
C05406|Cliente 5406|6757.50
C05407|Cliente 5407|6758.75
C05408|Cliente 5408|6760.00
C05409|Cliente 5409|6761.25
C05410|Cliente 5410|6762.50
C05411|Cliente 5411|6763.75
C05412|Cliente 5412|6765.00
C05413|Cliente 5413|6766.25
C05414|Cliente 5414|6767.50
C05415|Cliente 5415|6768.75
C05416|Cliente 5416|6770.00
C05417|Cliente 5417|6771.25
C05418|Cliente 5418|6772.50
C05419|Cliente 5419|6773.75
C05420|Cliente 5420|6775.00
C05421|Cliente 5421|6776.25
C05422|Cliente 5422|6777.50
C05423|Cliente 5423|6778.75
C05424|Cliente 5424|6780.00
C05425|Cliente 5425|6781.25
C05426|Cliente 5426|6782.50
C05427|Cliente 5427|6783.75
C05428|Cliente 5428|6785.00
C05429|Cliente 5429|6786.25
C05430|Cliente 5430|6787.50
C05431|Cliente 5431|6788.75
C05432|Cliente 5432|6790.00
C05433|Cliente 5433|6791.25
C05434|Cliente 5434|6792.50
C05435|Cliente 5435|6793.75
C05436|Cliente 5436|6795.00
C05437|Cliente 5437|6796.25
C05438|Cliente 5438|6797.50
C05439|Cliente 5439|6798.75
C05440|Cliente 5440|6800.00
C05441|Cliente 5441|6801.25
C05442|Cliente 5442|6802.50
C05443|Cliente 5443|6803.75
C05444|Cliente 5444|6805.00
C05445|Cliente 5445|6806.25
C05446|Cliente 5446|6807.50
C05447|Cliente 5447|6808.75
C05448|Cliente 5448|6810.00
C05449|Cliente 5449|6811.25
C05450|Cliente 5450|6812.50
C05451|Cliente 5451|6813.75
C05452|Cliente 5452|6815.00
C05453|Cliente 5453|6816.25
C05454|Cliente 5454|6817.50
C05455|Cliente 5455|6818.75
C05456|Cliente 5456|6820.00
C05457|Cliente 5457|6821.25
C05458|Cliente 5458|6822.50
C05459|Cliente 5459|6823.75
C05460|Cliente 5460|6825.00
C05461|Cliente 5461|6826.25
C05462|Cliente 5462|6827.50
C05463|Cliente 5463|6828.75
C05464|Cliente 5464|6830.00
C05465|Cliente 5465|6831.25
C05466|Cliente 5466|6832.50
C05467|Cliente 5467|6833.75
C05468|Cliente 5468|6835.00
C05469|Cliente 5469|6836.25
C05470|Cliente 5470|6837.50
C05471|Cliente 5471|6838.75
C05472|Cliente 5472|6840.00
C05473|Cliente 5473|6841.25
C05474|Cliente 5474|6842.50
C05475|Cliente 5475|6843.75
C05476|Cliente 5476|6845.00
C05477|Cliente 5477|6846.25
C05478|Cliente 5478|6847.50
C05479|Cliente 5479|6848.75
C05480|Cliente 5480|6850.00
C05481|Cliente 5481|6851.25
C05482|Cliente 5482|6852.50
C05483|Cliente 5483|6853.75
C05484|Cliente 5484|6855.00
C05485|Cliente 5485|6856.25
C05486|Cliente 5486|6857.50
C05487|Cliente 5487|6858.75
C05488|Cliente 5488|6860.00
C05489|Cliente 5489|6861.25
C05490|Cliente 5490|6862.50
C05491|Cliente 5491|6863.75
C05492|Cliente 5492|6865.00
C05493|Cliente 5493|6866.25
C05494|Cliente 5494|6867.50
C05495|Cliente 5495|6868.75
C05496|Cliente 5496|6870.00
C05497|Cliente 5497|6871.25
C05498|Cliente 5498|6872.50
C05499|Cliente 5499|6873.75
C05500||6875.00
C05501|Cliente 5501|6876.25
C05502|Cliente 5502|6877.50
C05503|Cliente 5503|6878.75
C05504|Cliente 5504|6880.00
C05505|Cliente 5505|6881.25
C05506|Cliente 5506|6882.50
C05507|Cliente 5507|6883.75
C05508|Cliente 5508|6885.00
C05509|Cliente 5509|6886.25
C05510|Cliente 5510|6887.50
C05511|Cliente 5511|6888.75
C05512|Cliente 5512|6890.00
C05513|Cliente 5513|6891.25
C05514|Cliente 5514|6892.50
C05515|Cliente 5515|6893.75
C05516|Cliente 5516|6895.00
C05517|Cliente 5517|6896.25
C05518|Cliente 5518|6897.50
C05519|Cliente 5519|6898.75
C05520|Cliente 5520|6900.00
C05521|Cliente 5521|6901.25
C05522|Cliente 5522|6902.50
C05523|Cliente 5523|6903.75
C05524|Cliente 5524|6905.00
C05525|Cliente 5525|6906.25
